Dates,NKE ,C ,SPX ,USDGBP,CBK ,VOW ,DAX,GBPEUR,,,,,,,,,,,,,,,,,,,,
03/11/2010,20.4575,41.9,1197.96,0.6218,38.3596,95.02,6617.8,1.1375,,,,,,,,,,,,,,,,,,,,
04/11/2010,20.8525,43.3,1221.06,0.6147,38.7552,96.78,6734.69,1.1452,,,,,,,,,,,,,,,,,,,,
05/11/2010,21.0275,44.9,1225.85,0.618,39.7622,97.7,6754.2,1.1534,,,,,,,,,,,,,,,,,,,,
08/11/2010,20.9025,44.38,1223.25,0.6196,37.9281,98.09,6750.5,1.1594,,,,,,,,,,,,,,,,,,,,
09/11/2010,20.8,43,1213.4,0.6256,37.6464,99.99,6787.81,1.1606,,,,,,,,,,,,,,,,,,,,
10/11/2010,20.97,44.2,1218.71,0.6203,36.9811,98.65,6719.84,1.1696,,,,,,,,,,,,,,,,,,,,
11/11/2010,20.9175,43.6,1213.54,0.6202,36.5555,99.38,6723.41,1.1797,,,,,,,,,,,,,,,,,,,,
12/11/2010,20.655,42.9,1199.21,0.6206,37.2268,100.33,6734.61,1.1769,,,,,,,,,,,,,,,,,,,,
15/11/2010,20.45,43.2,1197.75,0.6229,37.5505,102.86,6790.17,1.1818,,,,,,,,,,,,,,,,,,,,
16/11/2010,20.1275,42.2,1178.34,0.6296,36.4416,102.48,6663.24,1.1777,,,,,,,,,,,,,,,,,,,,
17/11/2010,20.3475,41.9,1178.59,0.6286,36.8612,103.36,6700.07,1.1758,,,,,,,,,,,,,,,,,,,,
18/11/2010,20.6175,43,1196.69,0.6234,36.8852,107.58,6832.11,1.1758,,,,,,,,,,,,,,,,,,,,
19/11/2010,21.4525,42.68,1199.73,0.6258,36.5555,108.28,6843.55,1.1686,,,,,,,,,,,,,,,,,,,,
22/11/2010,21.48,41.8,1197.84,0.6267,35.8543,108.24,6822.05,1.1711,,,,,,,,,,,,,,,,,,,,
23/11/2010,21.315,41,1180.73,0.6339,35.2849,104.58,6705,1.1803,,,,,,,,,,,,,,,,,,,,
24/11/2010,21.6325,41.68,1198.35,0.634,35.5186,106.68,6823.8,1.1827,,,,,,,,,,,,,,,,,,,,
25/11/2010,21.6325,41.68,1198.35,0.6345,35.5426,107.71,6879.66,1.1798,,,,,,,,,,,,,,,,,,,,
26/11/2010,21.49,41.1,1189.4,0.6414,34.8293,106.85,6848.98,1.1777,,,,,,,,,,,,,,,,,,,,
29/11/2010,21.29,41.5,1187.76,0.6421,34.3319,104.81,6697.97,1.1864,,,,,,,,,,,,,,,,,,,,
30/11/2010,21.5325,42,1180.55,0.6426,33.7924,104.1,6688.49,1.1986,,,,,,,,,,,,,,,,,,,,
01/12/2010,21.91,43,1206.07,0.6401,34.6375,109.98,6866.63,1.1891,,,,,,,,,,,,,,,,,,,,
02/12/2010,21.9575,44.2,1221.53,0.641,34.6795,112.91,6957.61,1.181,,,,,,,,,,,,,,,,,,,,
03/12/2010,21.8825,44.5,1224.71,0.6338,34.8953,114.75,6947.72,1.1761,,,,,,,,,,,,,,,,,,,,
06/12/2010,21.9325,44.5,1223.12,0.6363,34.5656,118.4,6954.38,1.181,,,,,,,,,,,,,,,,,,,,
07/12/2010,21.7975,46.2,1223.75,0.6346,34.4637,118.55,7001.91,1.1883,,,,,,,,,,,,,,,,,,,,
08/12/2010,21.83,46.4,1228.28,0.6327,34.4038,115.58,6975.87,1.1916,,,,,,,,,,,,,,,,,,,,
09/12/2010,21.8675,46.875,1233,0.6341,35.4227,109.95,6964.16,1.1912,,,,,,,,,,,,,,,,,,,,
10/12/2010,21.95,47.7,1240.4,0.6328,35.4587,115.09,7006.17,1.195,,,,,,,,,,,,,,,,,,,,
13/12/2010,22.3075,48.1,1240.46,0.6304,35.5486,117.66,7029.39,1.1845,,,,,,,,,,,,,,,,,,,,
14/12/2010,22.32,46.9,1241.59,0.6339,35.3508,116.36,7027.4,1.1792,,,,,,,,,,,,,,,,,,,,
15/12/2010,22.145,45.9,1235.23,0.6433,35.0032,115.46,7016.37,1.1764,,,,,,,,,,,,,,,,,,,,
16/12/2010,22.3075,45.865,1242.87,0.6397,34.4457,114.26,7024.4,1.1804,,,,,,,,,,,,,,,,,,,,
17/12/2010,22.5125,47,1243.91,0.6437,34.4338,111.81,6982.45,1.1783,,,,,,,,,,,,,,,,,,,,
20/12/2010,22.5675,47.1,1247.08,0.6446,34.182,112.86,7018.6,1.1814,,,,,,,,,,,,,,,,,,,,
21/12/2010,23.075,47.4,1254.6,0.6464,34.2539,114.97,7077.99,1.1808,,,,,,,,,,,,,,,,,,,,
22/12/2010,21.7375,47.3,1258.84,0.65,34.206,113.66,7067.92,1.1745,,,,,,,,,,,,,,,,,,,,
23/12/2010,21.5125,46.8,1256.77,0.6482,34.164,111.96,7057.69,1.1764,,,,,,,,,,,,,,,,,,,,
24/12/2010,21.5125,46.8,1256.77,0.6475,34.164,111.96,7057.69,1.1769,,,,,,,,,,,,,,,,,,,,
27/12/2010,21.4575,47.7,1257.54,0.6485,33.7565,105.68,6970.73,1.1712,,,,,,,,,,,,,,,,,,,,
28/12/2010,21.5825,47.8,1258.51,0.6507,33.8404,106.34,6972.1,1.1718,,,,,,,,,,,,,,,,,,,,
29/12/2010,21.3175,47.7,1259.78,0.6452,33.6845,107.94,6995.47,1.1719,,,,,,,,,,,,,,,,,,,,
30/12/2010,21.44,47.6,1257.88,0.6483,33.289,105.9,6914.19,1.1608,,,,,,,,,,,,,,,,,,,,
31/12/2010,21.355,47.3,1257.64,0.6405,33.289,105.9,6914.19,1.1664,,,,,,,,,,,,,,,,,,,,
03/01/2011,21.5225,49,1271.87,0.6456,33.9363,112.2,6989.74,1.1593,,,,,,,,,,,,,,,,,,,,
04/01/2011,20.9925,49,1270.2,0.6416,34.6316,114,6975.35,1.1712,,,,,,,,,,,,,,,,,,,,
05/01/2011,21.13,49.7,1276.56,0.6446,34.4817,112.45,6939.82,1.1798,,,,,,,,,,,,,,,,,,,,
06/01/2011,20.94,49.5,1273.85,0.6463,33.7445,112.62,6981.39,1.1899,,,,,,,,,,,,,,,,,,,,
07/01/2011,20.8825,49.4,1271.5,0.6432,33.6486,115.32,6947.84,1.2045,,,,,,,,,,,,,,,,,,,,
10/01/2011,21.0425,49.1,1269.75,0.6421,32.6297,114.69,6857.06,1.2024,,,,,,,,,,,,,,,,,,,,
11/01/2011,21.005,49.4,1274.48,0.6411,32.1622,117.94,6941.57,1.2023,,,,,,,,,,,,,,,,,,,,
12/01/2011,20.9325,50.8,1285.96,0.6343,34.1161,118.17,7068.78,1.2005,,,,,,,,,,,,,,,,,,,,
13/01/2011,20.64,50.4,1283.76,0.6314,33.1751,116.51,7075.11,1.1851,,,,,,,,,,,,,,,,,,,,
14/01/2011,21.0175,51.3,1293.24,0.6301,33.3849,117.06,7075.7,1.1855,,,,,,,,,,,,,,,,,,,,
17/01/2011,21.0175,51.3,1293.24,0.6294,33.4328,116.48,7078.06,1.1951,,,,,,,,,,,,,,,,,,,,
18/01/2011,21.015,48,1295.02,0.6265,34.0442,118.65,7143.45,1.1923,,,,,,,,,,,,,,,,,,,,
19/01/2011,20.915,47.6,1281.92,0.6252,33.9722,116.34,7082.76,1.1873,,,,,,,,,,,,,,,,,,,,
20/01/2011,20.7675,48,1280.26,0.6291,35.0631,113.38,7024.27,1.1799,,,,,,,,,,,,,,,,,,,,
21/01/2011,20.575,48.9,1283.35,0.625,34.6555,111.87,7062.42,1.1747,,,,,,,,,,,,,,,,,,,,
24/01/2011,20.665,48.6,1290.84,0.6255,34.6615,110.23,7067.77,1.1723,,,,,,,,,,,,,,,,,,,,
25/01/2011,20.72,48.2,1291.18,0.6322,33.9603,109.73,7059.01,1.156,,,,,,,,,,,,,,,,,,,,
26/01/2011,21,48.1,1296.63,0.6276,33.6006,112.64,7127.35,1.162,,,,,,,,,,,,,,,,,,,,
27/01/2011,20.6925,48.3,1299.54,0.6278,33.6066,112.63,7155.58,1.1598,,,,,,,,,,,,,,,,,,,,
28/01/2011,20.365,47.2,1276.34,0.6305,33.3729,111.83,7102.8,1.1652,,,,,,,,,,,,,,,,,,,,
31/01/2011,20.62,48.2,1286.12,0.6245,33.5467,111.16,7077.48,1.1694,,,,,,,,,,,,,,,,,,,,
01/02/2011,20.8875,49,1307.59,0.6195,34.1521,111.5,7184.27,1.1673,,,,,,,,,,,,,,,,,,,,
02/02/2011,20.9775,48.5,1304.03,0.6176,34.2539,110.09,7183.67,1.1723,,,,,,,,,,,,,,,,,,,,
03/02/2011,20.95,48.1,1307.1,0.6197,34.3918,107.79,7193.68,1.1835,,,,,,,,,,,,,,,,,,,,
04/02/2011,21.435,48.2,1310.87,0.6207,34.5416,110.18,7216.21,1.186,,,,,,,,,,,,,,,,,,,,
07/02/2011,21.625,49,1319.05,0.6208,35.0211,111.5,7283.62,1.186,,,,,,,,,,,,,,,,,,,,
08/02/2011,21.6775,48.9,1324.57,0.6223,35.5066,114.39,7323.24,1.1793,,,,,,,,,,,,,,,,,,,,
09/02/2011,21.8125,48.4,1320.88,0.621,35.111,114.11,7320.9,1.1726,,,,,,,,,,,,,,,,,,,,
10/02/2011,21.6975,47.8,1321.87,0.6212,34.7934,114.55,7340.28,1.1835,,,,,,,,,,,,,,,,,,,,
11/02/2011,21.5525,48.8,1329.15,0.6248,34.5536,116.38,7371.2,1.1812,,,,,,,,,,,,,,,,,,,,
14/02/2011,21.4425,49.1,1332.32,0.6235,34.3498,117,7396.63,1.189,,,,,,,,,,,,,,,,,,,,
15/02/2011,21.3875,49.1,1328.01,0.6201,34.5357,114.81,7400.04,1.1957,,,,,,,,,,,,,,,,,,,,
16/02/2011,21.4375,49,1336.32,0.6213,34.8893,114.21,7414.3,1.1861,,,,,,,,,,,,,,,,,,,,
17/02/2011,21.51,49.4,1340.43,0.6183,35.6205,112.34,7405.51,1.1885,,,,,,,,,,,,,,,,,,,,
18/02/2011,22.205,49.1,1343.01,0.6153,36.6275,113.27,7426.81,1.1869,,,,,,,,,,,,,,,,,,,,
21/02/2011,22.205,49.1,1343.01,0.6163,36.4896,112.27,7321.81,1.1863,,,,,,,,,,,,,,,,,,,,
22/02/2011,21.8075,46.9,1315.45,0.6197,37.011,111.2,7318.35,1.1821,,,,,,,,,,,,,,,,,,,,
23/02/2011,21.5475,47,1307.4,0.6169,36.8252,108.79,7194.6,1.1792,,,,,,,,,,,,,,,,,,,,
24/02/2011,21.63,46.9,1306.1,0.6197,36.7054,103.5,7130.5,1.1694,,,,,,,,,,,,,,,,,,,,
25/02/2011,21.995,47,1319.88,0.6204,36.9751,109.59,7185.17,1.1718,,,,,,,,,,,,,,,,,,,,
28/02/2011,22.2575,46.8,1327.22,0.6151,37.4186,110.33,7272.32,1.1775,,,,,,,,,,,,,,,,,,,,
01/03/2011,21.925,45.7,1306.33,0.6148,37.6284,109.04,7223.3,1.1806,,,,,,,,,,,,,,,,,,,,
02/03/2011,22.0825,46,1308.44,0.6126,37.3527,107.8,7181.12,1.1773,,,,,,,,,,,,,,,,,,,,
03/03/2011,22.46,46.8,1330.97,0.6144,37.994,108.38,7225.96,1.1652,,,,,,,,,,,,,,,,,,,,
04/03/2011,22.47,45.4,1321.15,0.6147,37.6344,106.36,7178.9,1.1631,,,,,,,,,,,,,,,,,,,,
07/03/2011,22.23,45.2,1310.13,0.6172,36.8732,106.61,7161.93,1.1599,,,,,,,,,,,,,,,,,,,,
08/03/2011,22.2975,46.4,1321.82,0.6188,37.4186,109.64,7164.75,1.1622,,,,,,,,,,,,,,,,,,,,
09/03/2011,22.2375,46.5,1320.03,0.6172,36.9511,109.42,7131.8,1.165,,,,,,,,,,,,,,,,,,,,
10/03/2011,22.045,45.4,1295.11,0.6226,35.5426,105.11,7063.09,1.1641,,,,,,,,,,,,,,,,,,,,
11/03/2011,21.7925,45.7,1304.28,0.6218,34.9972,105.51,6981.49,1.1567,,,,,,,,,,,,,,,,,,,,
14/03/2011,21.5525,45.4,1296.39,0.6183,34.5057,104.82,6866.63,1.1558,,,,,,,,,,,,,,,,,,,,
15/03/2011,21.3325,44.4,1281.87,0.622,33.3909,104.66,6647.66,1.1486,,,,,,,,,,,,,,,,,,,,
16/03/2011,21.205,43.9,1256.88,0.624,33.3549,98.94,6513.84,1.1528,,,,,,,,,,,,,,,,,,,,
17/03/2011,21.3525,44.5,1273.71,0.6198,33.8044,102.16,6656.88,1.1508,,,,,,,,,,,,,,,,,,,,
18/03/2011,19.3975,45,1279.21,0.616,33.8644,101.77,6664.4,1.1447,,,,,,,,,,,,,,,,,,,,
21/03/2011,19.21,44.325,1298.38,0.6131,34.3019,105.85,6816.12,1.1466,,,,,,,,,,,,,,,,,,,,
22/03/2011,18.8625,44.2,1293.77,0.6111,34.4637,103.99,6780.97,1.1527,,,,,,,,,,,,,,,,,,,,
23/03/2011,19.305,44,1297.54,0.6159,34.224,102.92,6804.45,1.1525,,,,,,,,,,,,,,,,,,,,
24/03/2011,19.1825,44.3,1309.66,0.6203,34.4637,105.25,6933.58,1.1371,,,,,,,,,,,,,,,,,,,,
25/03/2011,19.165,44.6,1313.8,0.6234,34.5057,105,6946.36,1.1387,,,,,,,,,,,,,,,,,,,,
28/03/2011,18.9725,44.3,1310.19,0.6253,34.6675,105.51,6938.63,1.1353,,,,,,,,,,,,,,,,,,,,
29/03/2011,19.09,44.5,1319.44,0.6246,33.295,105.01,6934.44,1.1345,,,,,,,,,,,,,,,,,,,,
30/03/2011,19.1875,44.5,1328.26,0.6222,33.283,108.86,7057.15,1.1376,,,,,,,,,,,,,,,,,,,,
31/03/2011,18.925,44.2,1325.83,0.6239,33.0312,108.31,7041.31,1.1321,,,,,,,,,,,,,,,,,,,,
01/04/2011,19.1325,44.5,1332.41,0.6207,32.8275,108.26,7179.81,1.1317,,,,,,,,,,,,,,,,,,,,
04/04/2011,19.3525,44.3,1332.87,0.6199,32.4678,110.31,7175.33,1.1344,,,,,,,,,,,,,,,,,,,,
05/04/2011,19.4825,44.7,1332.63,0.6136,33.5707,110.93,7175.31,1.1458,,,,,,,,,,,,,,,,,,,,
06/04/2011,19.6675,45.9,1335.54,0.6123,34.9912,110.56,7215.11,1.1396,,,,,,,,,,,,,,,,,,,,
07/04/2011,19.5225,45.8,1333.51,0.6126,32.7196,106.31,7178.78,1.1408,,,,,,,,,,,,,,,,,,,,
08/04/2011,19.3475,45.6,1328.17,0.6104,31.7066,106.46,7217.02,1.1311,,,,,,,,,,,,,,,,,,,,
11/04/2011,19.5325,45.3,1324.46,0.6118,31.0413,104.01,7204.86,1.1323,,,,,,,,,,,,,,,,,,,,
12/04/2011,19.55,45.5,1314.16,0.6151,29.8126,102.16,7102.91,1.123,,,,,,,,,,,,,,,,,,,,
13/04/2011,19.8525,45,1314.41,0.6147,28.2603,103.51,7177.97,1.1264,,,,,,,,,,,,,,,,,,,,
14/04/2011,20.02,44.3,1314.52,0.6116,27.7328,104.73,7146.56,1.1286,,,,,,,,,,,,,,,,,,,,
15/04/2011,19.6825,44.2,1319.68,0.6125,26.5461,104.51,7178.29,1.1315,,,,,,,,,,,,,,,,,,,,
18/04/2011,19.645,44.2,1305.14,0.6148,25.1735,103.08,7026.85,1.1428,,,,,,,,,,,,,,,,,,,,
19/04/2011,19.6825,45.3,1312.62,0.6129,25.8448,104.66,7039.31,1.1381,,,,,,,,,,,,,,,,,,,,
20/04/2011,20.0175,45.7,1330.36,0.6094,26.3722,109.8,7249.19,1.1298,,,,,,,,,,,,,,,,,,,,
21/04/2011,20.0475,45.5,1337.39,0.6052,26.2284,110.75,7295.49,1.1354,,,,,,,,,,,,,,,,,,,,
22/04/2011,20.0475,45.5,1337.39,0.6057,26.2284,110.75,7295.49,1.1337,,,,,,,,,,,,,,,,,,,,
25/04/2011,20.0275,45.2,1335.25,0.6062,26.2284,110.75,7295.49,1.1314,,,,,,,,,,,,,,,,,,,,
26/04/2011,19.99,45.1,1347.24,0.6067,25.9287,110.9,7356.51,1.1254,,,,,,,,,,,,,,,,,,,,
27/04/2011,20.28,45.1,1355.66,0.6014,25.623,118.1,7404.95,1.1245,,,,,,,,,,,,,,,,,,,,
28/04/2011,20.6425,45.9,1360.48,0.6013,26.0066,118.86,7475.22,1.1221,,,,,,,,,,,,,,,,,,,,
29/04/2011,20.58,45.9,1363.61,0.5986,25.7849,120.25,7514.46,1.1284,,,,,,,,,,,,,,,,,,,,
02/05/2011,20.56,44.9,1361.22,0.6004,26.6899,121.15,7527.64,1.123,,,,,,,,,,,,,,,,,,,,
03/05/2011,20.415,45.2,1356.62,0.6065,26.4622,121.2,7500.7,1.1121,,,,,,,,,,,,,,,,,,,,
04/05/2011,20.6975,45.15,1347.32,0.6065,25.8748,116.61,7373.93,1.1121,,,,,,,,,,,,,,,,,,,,
05/05/2011,20.6525,44.8,1335.1,0.6101,25.3054,117.05,7376.96,1.1272,,,,,,,,,,,,,,,,,,,,
06/05/2011,20.505,45.2,1340.2,0.611,25.3653,118.65,7492.25,1.1433,,,,,,,,,,,,,,,,,,,,
09/05/2011,20.7275,44.16,1346.3,0.6096,24.8319,118.81,7410.52,1.1419,,,,,,,,,,,,,,,,,,,,
10/05/2011,20.875,44.2,1357.16,0.611,25.3114,118.86,7501.52,1.1358,,,,,,,,,,,,,,,,,,,,
11/05/2011,20.665,42.92,1342.08,0.6117,25.1375,118.4,7495.05,1.1517,,,,,,,,,,,,,,,,,,,,
12/05/2011,21.145,42.42,1348.65,0.6139,24.8379,118.2,7443.95,1.1435,,,,,,,,,,,,,,,,,,,,
13/05/2011,21.565,41.53,1337.77,0.6174,23.9448,117.58,7403.31,1.1472,,,,,,,,,,,,,,,,,,,,
16/05/2011,21.3175,41.19,1329.47,0.6176,23.2196,117.3,7387.54,1.1437,,,,,,,,,,,,,,,,,,,,
17/05/2011,21.2225,41.54,1328.98,0.6153,23.3454,115.55,7256.65,1.1415,,,,,,,,,,,,,,,,,,,,
18/05/2011,21.2075,41.24,1340.68,0.6185,22.8599,115.14,7303.53,1.1347,,,,,,,,,,,,,,,,,,,,
19/05/2011,21.5275,41.38,1343.6,0.6159,23.5732,115.26,7358.23,1.1346,,,,,,,,,,,,,,,,,,,,
20/05/2011,21.2625,41.02,1333.27,0.6161,23.5432,114.13,7266.82,1.1462,,,,,,,,,,,,,,,,,,,,
23/05/2011,20.905,40.16,1317.37,0.6203,22.7161,111.53,7121.52,1.1476,,,,,,,,,,,,,,,,,,,,
24/05/2011,21.0825,40.51,1316.28,0.618,22.8117,111,7150.66,1.1476,,,,,,,,,,,,,,,,,,,,
25/05/2011,20.7975,40.33,1320.47,0.6145,24.158,112.5,7170.94,1.1552,,,,,,,,,,,,,,,,,,,,
26/05/2011,21.0175,40.22,1325.69,0.6096,24.0383,112.75,7114.09,1.1598,,,,,,,,,,,,,,,,,,,,
27/05/2011,21.155,40.97,1331.1,0.6057,23.8289,114.8,7163.47,1.1532,,,,,,,,,,,,,,,,,,,,
30/05/2011,21.155,40.97,1331.1,0.607,23.1034,115.25,7160.3,1.1536,,,,,,,,,,,,,,,,,,,,
31/05/2011,21.1125,41.15,1345.2,0.608,23.6419,116.45,7293.69,1.1425,,,,,,,,,,,,,,,,,,,,
01/06/2011,20.5375,39.65,1314.55,0.6122,23.4774,117.75,7217.43,1.14,,,,,,,,,,,,,,,,,,,,
02/06/2011,20.2875,40.01,1312.94,0.6108,23.3278,116.6,7074.12,1.1297,,,,,,,,,,,,,,,,,,,,
03/06/2011,20.09,39.85,1300.16,0.6088,24.173,116.75,7109.03,1.1223,,,,,,,,,,,,,,,,,,,,
06/06/2011,19.9425,38.07,1286.17,0.6114,24.1804,115.65,7084.57,1.1222,,,,,,,,,,,,,,,,,,,,
07/06/2011,20.475,37.58,1284.94,0.608,24.2702,113.5,7103.25,1.1195,,,,,,,,,,,,,,,,,,,,
08/06/2011,20.025,36.81,1279.56,0.6096,23.6644,113.45,7060.23,1.1248,,,,,,,,,,,,,,,,,,,,
09/06/2011,20.1675,37.77,1289,0.611,23.3727,118.3,7159.66,1.128,,,,,,,,,,,,,,,,,,,,
10/06/2011,19.915,37.92,1270.98,0.6162,23.0286,117.95,7069.9,1.1311,,,,,,,,,,,,,,,,,,,,
13/06/2011,20.1275,39.17,1271.83,0.6106,22.8192,117.2,7085.14,1.1362,,,,,,,,,,,,,,,,,,,,
14/06/2011,20.56,38.78,1287.87,0.6109,23.2755,118.3,7204.79,1.1336,,,,,,,,,,,,,,,,,,,,
15/06/2011,20.0975,38,1265.42,0.6175,22.6921,117.4,7115.08,1.142,,,,,,,,,,,,,,,,,,,,
16/06/2011,20.0725,37.63,1267.64,0.6189,22.7145,117.25,7110.2,1.1374,,,,,,,,,,,,,,,,,,,,
17/06/2011,20.2775,38.3,1271.5,0.6175,22.9165,118.85,7164.05,1.132,,,,,,,,,,,,,,,,,,,,
20/06/2011,20.8075,38.16,1278.36,0.6172,22.707,120.73,7150.21,1.1327,,,,,,,,,,,,,,,,,,,,
21/06/2011,21.1275,39.31,1295.52,0.6156,23.8289,122.9,7285.51,1.1272,,,,,,,,,,,,,,,,,,,,
22/06/2011,20.4875,39.51,1287.14,0.6222,23.5447,121.55,7278.19,1.1194,,,,,,,,,,,,,,,,,,,,
23/06/2011,20.5475,39.41,1283.5,0.6248,22.7743,120.2,7149.44,1.1228,,,,,,,,,,,,,,,,,,,,
24/06/2011,20.295,39.59,1268.45,0.6266,21.9367,122.95,7121.38,1.1247,,,,,,,,,,,,,,,,,,,,
27/06/2011,20.405,39.99,1280.1,0.6254,20.7849,125.59,7107.9,1.1192,,,,,,,,,,,,,,,,,,,,
28/06/2011,22.475,40.15,1296.67,0.6249,21.4655,126.3,7170.43,1.1134,,,,,,,,,,,,,,,,,,,,
29/06/2011,22.445,41.5,1307.41,0.6226,21.989,126.71,7294.14,1.1128,,,,,,,,,,,,,,,,,,,,
30/06/2011,22.495,41.64,1320.64,0.623,22.3405,127.19,7376.24,1.107,,,,,,,,,,,,,,,,,,,,
01/07/2011,22.955,42.88,1339.67,0.6222,23.5522,126.79,7419.44,1.1066,,,,,,,,,,,,,,,,,,,,
04/07/2011,22.955,42.88,1339.67,0.6217,23.6419,127.85,7442.96,1.1062,,,,,,,,,,,,,,,,,,,,
05/07/2011,22.935,42.57,1337.88,0.6227,23.455,131,7439.44,1.1131,,,,,,,,,,,,,,,,,,,,
06/07/2011,23.0875,42.01,1339.23,0.6249,22.909,132.57,7431.19,1.1177,,,,,,,,,,,,,,,,,,,,
07/07/2011,23.415,42.63,1353.22,0.626,22.5799,133.06,7471.44,1.1122,,,,,,,,,,,,,,,,,,,,
08/07/2011,23.31,42.03,1343.8,0.6228,22.3256,133.37,7402.73,1.1257,,,,,,,,,,,,,,,,,,,,
11/07/2011,22.8575,39.79,1319.49,0.6287,20.7026,129.11,7230.25,1.1337,,,,,,,,,,,,,,,,,,,,
12/07/2011,22.8075,39.07,1313.64,0.6284,20.2688,129.46,7174.14,1.1386,,,,,,,,,,,,,,,,,,,,
13/07/2011,23.0125,39.47,1317.72,0.6209,20.194,133.57,7267.87,1.1371,,,,,,,,,,,,,,,,,,,,
14/07/2011,22.99,39.02,1308.87,0.6195,19.2591,133.33,7214.74,1.1413,,,,,,,,,,,,,,,,,,,,
15/07/2011,22.925,38.38,1316.14,0.6198,19.0721,136.45,7220.12,1.1398,,,,,,,,,,,,,,,,,,,,
18/07/2011,22.66,37.74,1305.44,0.6228,17.9502,137.05,7107.92,1.1378,,,,,,,,,,,,,,,,,,,,
19/07/2011,22.685,38.02,1326.73,0.6202,17.7109,136.5,7192.67,1.1391,,,,,,,,,,,,,,,,,,,,
20/07/2011,22.65,38.62,1325.84,0.6191,18.9973,137.88,7221.36,1.1363,,,,,,,,,,,,,,,,,,,,
21/07/2011,22.96,40.32,1343.8,0.6123,20.6502,134.7,7290.14,1.1322,,,,,,,,,,,,,,,,,,,,
22/07/2011,22.9275,40.26,1345.02,0.6135,21.0691,135.61,7326.39,1.1352,,,,,,,,,,,,,,,,,,,,
25/07/2011,22.7325,39.91,1337.43,0.6144,20.2688,136.61,7344.54,1.1321,,,,,,,,,,,,,,,,,,,,
26/07/2011,22.5825,39.715,1331.94,0.6096,19.9547,134.09,7349.45,1.1305,,,,,,,,,,,,,,,,,,,,
27/07/2011,22.18,38.27,1304.89,0.6123,19.1095,133.45,7252.68,1.1366,,,,,,,,,,,,,,,,,,,,
28/07/2011,22.62,38.18,1300.67,0.6107,19.4236,125.8,7190.06,1.1423,,,,,,,,,,,,,,,,,,,,
29/07/2011,22.5375,38.34,1292.28,0.6089,19.82,128.4,7158.77,1.141,,,,,,,,,,,,,,,,,,,,
01/08/2011,22.335,38.48,1286.94,0.6136,19.0198,130.46,6953.98,1.1436,,,,,,,,,,,,,,,,,,,,
02/08/2011,21.2775,37.04,1254.05,0.6136,17.9502,122.83,6796.75,1.1476,,,,,,,,,,,,,,,,,,,,
03/08/2011,21.77,37.26,1260.34,0.6087,17.4416,116.4,6640.59,1.1469,,,,,,,,,,,,,,,,,,,,
04/08/2011,20.3875,34.81,1200.07,0.6151,16.4992,111.58,6414.76,1.1536,,,,,,,,,,,,,,,,,,,,
05/08/2011,20.9675,33.44,1199.38,0.6101,17.2547,109.67,6236.16,1.148,,,,,,,,,,,,,,,,,,,,
08/08/2011,19.7975,27.95,1119.46,0.6128,15.699,101.64,5923.27,1.1509,,,,,,,,,,,,,,,,,,,,
09/08/2011,20.625,31.82,1172.53,0.6129,16.2898,108.35,5917.08,1.135,,,,,,,,,,,,,,,,,,,,
10/08/2011,19.8325,28.49,1120.76,0.6198,15.3325,107.9,5613.42,1.138,,,,,,,,,,,,,,,,,,,,
11/08/2011,20.8125,30.29,1172.64,0.6158,16.3422,108,5797.66,1.1403,,,,,,,,,,,,,,,,,,,,
12/08/2011,21.06,29.85,1178.81,0.6143,16.4544,111.55,5997.74,1.1427,,,,,,,,,,,,,,,,,,,,
15/08/2011,21.2825,31.27,1204.49,0.6101,17.12,110.06,6022.24,1.1347,,,,,,,,,,,,,,,,,,,,
16/08/2011,20.805,29.94,1192.76,0.6077,16.604,110.27,5994.9,1.1422,,,,,,,,,,,,,,,,,,,,
17/08/2011,20.6375,29.85,1193.89,0.6045,15.9159,106.11,5948.94,1.1468,,,,,,,,,,,,,,,,,,,,
18/08/2011,19.98,27.98,1140.65,0.6054,14.3976,101.35,5602.8,1.1524,,,,,,,,,,,,,,,,,,,,
19/08/2011,19.645,26.77,1123.53,0.6074,14.2929,96.86,5480,1.1436,,,,,,,,,,,,,,,,,,,,
22/08/2011,19.8125,26.06,1123.82,0.6078,14.2555,93.93,5473.78,1.146,,,,,,,,,,,,,,,,,,,,
23/08/2011,20.8975,27.32,1162.35,0.6063,14.2181,95.81,5532.38,1.1422,,,,,,,,,,,,,,,,,,,,
24/08/2011,21.45,28.45,1177.6,0.6107,14.6668,99,5681.08,1.1359,,,,,,,,,,,,,,,,,,,,
25/08/2011,20.94,29.83,1159.27,0.6142,14.9211,101.4,5584.14,1.1323,,,,,,,,,,,,,,,,,,,,
26/08/2011,21.5725,29.84,1176.8,0.6109,14.7416,100.32,5537.48,1.129,,,,,,,,,,,,,,,,,,,,
29/08/2011,22.135,31.29,1210.09,0.6094,15.325,101.64,5670.07,1.1308,,,,,,,,,,,,,,,,,,,,
30/08/2011,21.5925,30.94,1212.92,0.6135,15.1605,102.94,5643.92,1.1287,,,,,,,,,,,,,,,,,,,,
31/08/2011,21.6625,31.05,1218.89,0.6154,15.512,106.06,5784.85,1.131,,,,,,,,,,,,,,,,,,,,
01/09/2011,21.6375,30,1204.42,0.618,15.1605,107.22,5730.63,1.1346,,,,,,,,,,,,,,,,,,,,
